atom_id,cei_placeName,cei_lang_MOM,cei_tenor,cei_date,cei_date_ATTRIBUTE_value,cei_dateRange,cei_dateRange_ATTRIBUTE_from,cei_dateRange_ATTRIBUTE_to,cei_abstract,cei_abstract_foreign,cei_graphic_ATTRIBUTE_url_orig,cei_graphic_ATTRIBUTE_url_copy,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.871,,,"[6. September 1656] Sexta Septembris Walpurgis Wagnerin uxor
            satellitis caesarei supplicavit ex arte obstetricandi examinaretur. Cujus magistra fuit
            Anna Heultin antehac Pfaffenzellerin nominata. Admissa est et solvit 18 flor. quos
            examinatoribus distribui.",6. September 1656,16560906,,,,Sitzung vom 6. September 1656,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.896,,,"[3. Dezember 1657] Tertio die Decembris dom. Winer puncta sorte
            accepit aphor. 8 sect. I. ex arte Galeni c. 86. Bene respondit ac casum de pleuritide
            resolvit. [fol. 282r]",3. Dezember 1657,16571203,,,,Sitzung vom 3. Dezember 1657,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.946,,,"[19. Februar 1661] Decima nona Februarii disputavit pro licentia
            Joannes Georgius Schönaich Silesius Bilicensis materiam de apoplexia. Substitit cum
            honore.",19. Februar 1661,16610219,,,,Sitzung vom 19. Februar 1661,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.964,,,"[20. Oktober 1661] Vigesima Octobris assignata puncta Georgio
            Ignatio Hetmer exaphor. sect. I. 11 ex arte parva c. 12 quae 21. cum laude resolvit.Vigesima secunda resolvit sua puncta aphor. 10 sect. II. et cap. Galeni 58 dom.[fol. 304v] Georgius Joannes Schönaich.Sequuntur rationes acceptorum et expensarum:A pedello censum annuum super domo D. Bonani 20 flor. ex 5 examinibus et unasessione dom. D. Spenholtz 6 aureos i. e. 18 flor. Facit: 38 flor.Expensae: Pro confectione saccharata et vino hispanico 45 flor., pedello 9 flor.,musicis ad S. Stephanum 7 flor. 30 cruc, duobus tibicinibus 3 flor., famulis templi45 cruc, curatis 1 flor. 30 cruc, pro impressione orationis 9 flor. 30 cruc, pro
            panebutyraceo 45 cruc., pro vino domestico 2 flor., pro semelis 1 flor. 30 cruc. Summa:80 flor. 30 cruc. Remanet mihi facultas 42 flor. 30 cruc. quos facultati donabo.Qui aegrotant animo quo gravius aegrotant hoc magis abhorrent a medico.Plutarch.Joannes Ludwig dr. m. p. [fol. 305r][1661/1662]Acta decanatus I. Tobiae Czaschelil Laubani Lusatii phil. et med. dr. electi 17.
            Decembris 1661 sub rectoratu domini Joannis Guilielmi Mannagettae sacrae caesareae
            majestatis personae medici primarii loco philosophi electi.",20. Oktober 1661,16611020,,,,Sitzung vom 20. Oktober 1661,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.969,,,"[4. Februar 1662] II. congregatio 4. Februari. Primo D. Raidt
            medicus provincialisCrembsii collega noster petit attestationem curae methodicae ad regimen contraWernerum Crembsii habitantem. Fuit ipsi exhibita lectis remediorum formulis a D.Joanne Guilielmo Mannagetta et D. Wechtlero sub praedictorum sigillo etsubscriptione.Secundo Joannes Casparus Pichelmayr chir. stud. in Baden vult exercere chirurgiamcontra quem protestantur chirurgus et balneator ibi habitantes. Respondebatfacultas petitum hoc non habere locum. [fol. 306r]Tertio D. Latomus medicus Graecensis se insinuat quod velit ad facultatem repetere.Consentit facultas.Quarto stipendium 1100 flor. D. Andreae Perlachii pro facultate medica fundatumper errorem possidet juridica facultas. Ideo fuit couclusum ut per supplicem libelumad consistorium nobis restituatur quod in actum redegi sed pro tempore nihil
            obtinui.Quinto super stipendium Bittnerianum superintendentes designati D. Rödel etMoquentin.Sexto Walpurgis Wagnerin obstetrix petit licentiam sororem propriam MagdalenamBaumgarttnerin instruendi mortua Anna Heyssin ejus magistra et ut apud illamannos disciplinae absolvere possit quod fuit concessum.Septimo Barbara Langin obstetrix cum sit gravida desiderat coadjutricem quamvult informare ut extra urbem obstetricem agere possit. Fiat.",4. Februar 1662,16620204,,,,Sitzung vom 4. Februar 1662,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.7.14,,,"[5. Dezember 1678] VII. congregatio 5. Decembris.
                     Propositum fuit, num decanatus sequens ad seniores vel medios spectet?
                     Conclusum ad seniores.Accepta: A dom. Heinrichsohn 30 flor., a 3 obstetricibus 7 fl. 30 ab
                     examine Henrici Naass 3 flor., Kankel 3 flor., Christophori Fuchs 3 flor., a D.
                     Pachmayr pro sessione 3 flor., item a D. Furlan 3 flor. D. Resch deposuit de
                     restantia jurium 9 flor., pro examine Ferdinandi Moni 3 flor., Laurentii Ritter
                     3 flor., ab antecessore 683 flor. Summa: 750 flor. 30 cruc. [fol. 7r]Expensa: Successori 683 flor., der Cantzley betr. Baiss 30 cruc.,
                     scribae advocati Lincensis D. Mayr 1 flor. 30 cruc., D. Mayr 4 flor. 45 cruc.,
                     Postgeld dem Landschreiber 12 cruc. Propter scriptum Erfurtense 15 cruc.,
                     propter responsum 15 cruc. Musicis und Trompetem bey St. Stephan 13 flor., der
                     Priesterschafft 1 flor. 30 cruc., den Kirchendienem 45 cruc., dem Pedellen 6
                     flor. 42 cruc. D. Schwarzman et D. Hocke cuilibet 15 flor., pro collatione in
                     domo universitatis, vino hispanico et saccharatis 50 flor. Summa: 795 flor. 24
                     cruc.Restat mihi facultas 42 flor. 6 cruc., quos in grati animi indicium
                     facultati donatos volo.Occultum non est, quod Deus ipse videt.Franciscus Ganser phil. et med. dr. m. p.Pro coronide insinuandum venit decretum 10. Junii 1678 a regimine et
                     consistorio. [fol. 8r][1678/ 79]Acta decanatus III. Pauli de Sorbait phil. et med. dr., praxios
                     professoris primarii, excelsi regiminis consiliarii et inquisitoris, electi 5.
                     Decembris anno, quo Del ManUs tangebat nos et VIennensIbUs fera strages a LUe
                     pestifera ConferebatUr.",5. Dezember 1678,16781205,,,,Sitzung vom 5. Dezember 1678,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.7.215,,,"[5. November 1691] Die 5. Novembris subsecuum est
                     aliud decretum regiminis, ut omnibus chirurgis et tonsoribus serio inhiberetur,
                     ne ullus praesumeret venam incidere nisi id expressa ordinatione medici fieret
                     neque ulla medicamenta a chirurgis vel tonsoribus praeberentur, nisi illa a
                     medico praescripta et ordinata fuissent.",5. November 1691,16911105,,,,Sitzung vom 5. November 1691,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.7.240,,,"[6. September 1692] V. congregatio 6. Septembris.
                     Serio ventilatis ac remonstratis articulo imprimis exiracto ex germanico
                     privilegio Maximiliani I. Badenae anno 1517 9. Octobris, ubi quilibet repetens
                     obligatur ad solemnius incrementum collegii medici dare cuique ad facultate
                     duos aureos Ungaricales hisce formalibus zween gulden Ungerisch, pariter
                     articulo ex statutis ab archiducibus confirmatis anno 1518 9. Novembris plane
                     ad verbum: facultas nunquam cogatur, ut aliquem extraneorum admittat, nisi
                     prius cuique doctorum seorsim duos aureos Ungaricales dederit et item allegata
                     confirmatione privilegiorum caesareorum ac in perpetuum libri nostri statutorum
                     a Maximiliano II. anno 1569 et a Matthia II. rege Hungariae 1610 a Ferdinando
                     II. 1621 Ferdinando III. Posonii 1638 demum a Leopolde I. 1667 Viennae articulo
                     primo his verbis zween hungerische Ducaten a facultate est unaminiter et
                     inviolabiliter conclusum et confirmatum statutum, ut impostorum quilibet
                     repetens junior vigore statutorum et privilegiorum nostrorum cuilibet doctori
                     de facultate actualium jurium capaci (scilicet nec diu longeque nec extra
                     Austriae fines absenti) duos aureos Ungaricales solvere teneatur, nisi defectus
                     doctorum obstet, quod conclusum [fol.
                        105v] jam olim ratum et observatum sub decanatu D. Andreae Isingii
                     anno 1589 (a. f. fol. 309) et sub decanatu VIII. Sigismundi Geisleri secundum
                     consuetudinem praesertim facultatis juridicae anno 1621 (a. f. fol.
                     105).Exemplum hujus vide de D. Francisco Hillebrand sub decanatu III. Joannis
                     Guilielmi Juncker 1656 (a. f. fol. 272).Dom. Johannes Franciscus Swowoda phil. et med. dr. Paduae al domo
                     promotus rogavit ad gremium admitti. Sed cum inventus nec quidem biennium in
                     studio medico complevisse et jam sub vicedecanatu D. Tossani anno 1623 secundum
                     reformationem Ferdinandi I. pro majori facultatis authoritate et honore
                     conclusum sit, ut quisque junior doctor ad facultatem aspirans quinquennale
                     studiorum testimonium ostendat (nisi aliquis aetate eruditione et experientia
                     cognita polleat) imo sub decanatu IV. Lucae Gollerii hoc conclusum perpetuatum
                     in Leonhardo Müllgiesser, quem post doctoratum etiam Viennensem ante sessionem
                     quinquennium opportuit complevisse. Data proin responsio supplicanti juxta
                     conclusum facultatis, ut post triennium repetat et aureos Ungaricales in specie
                     solvat.Dom. Fortunatus Weillandt phil. et med. dr. pro actu repetitionis 12.
                     Julii commode respondit et gremio facultatis incorporatus est.Franciscus Josephus Wylffstrigel stipendii Emericani primus
                     neo-alumnus in Italiam discedens gratias rependit, ulteriori gratiae post
                     laureatum reditum in patriam unice se commendans. Stipendium obtinuit
                     Ferdinandus Edmundus Wenighoffer Austriacus Viennensis.Joannes Georgius Winckler stipendium antiquum resignavit.Dom. facultatis senior nec non statuum inferioris Austriae
                     proto-medicus D. Wolffgangus Plöckner ut iteratus sponsus cum conjuge Susanna
                     Ursula natu Proieriana post 50 annos in suo matrimonio feliciter jam transactos
                     juxta ecclesiae laudabilem et inveteratam consuetudinem ex ipsa naturae
                     commendatione mutui inter membra unius et ejusdem corporis consensu et amore ut
                     membrum facultatis decanum et facultutem prae aliis scriptotenus 20. Augusti
                     atque in hac congregatione oretenus ad secundas nuptias 15. Septembris
                     invitavit, simul erogans nomine totius facultatis ad condecorandam novam
                     copülam tam in solemni sacro in ecclesia cathedrali 8. Stephani quam
                     subsequenti prandio in aedibus comitis de Rottal exhibendo.Facultas haud immemor sub trino decanatu dom. neosponsi locupletati
                     semper aerarii sui nec ab hominum memoria plus fortunata praesertim in promoto
                     hic Viennae ante decem lustra suo commembro dignissimo ad beneficium
                     praestandum, [fol. 106r] scyphum
                     deauratum pondere 2 marcharum 10 lottorum, figura pectinis maximi dicti cum hoc
                     inscripto a me decano et facultate chronographico:Anno iubilaei Medici in his exoptatis nuptiis Viennae
                     austriae.per D. Franciscum Deimbl et Michaelem Constantinum Puswe commissarios
                     nostros in vigentibus nuptiarum laetitiis praemissis elegiis dom. neosponso
                     donavit.Nec minus consistorium universitatis faustissima comprecatione suo
                     dignissimo quondam rectori per binos delegatos utpote decanum facultatis
                     juridicae D. Johannem Christianum Kirchstetter et me insignem artificiosam
                     argenteam tazam (vulgo dictam) in ipsis secundi himenaei applausibus praevia
                     praefatiuncula offerri decrevit.Quapropter idem 15. Januarii praesentis anni celebrato jubilaeo
                     doctoralis promotionis Viennensis, 15. Septembris celebraturus jubilaeum
                     conjugii Viennensis cum omni populi avido undique conspectu et inaudito
                     concursu amplissimae nobilitatis pompose comparuit in praefata ecclesia
                     memoratus dom. neosponsus torque aureo cum numismate a caesare Leopolde Magno
                     eadem die dotatus assistentibus dom. paranymphis utpote proprio filio et genero
                     utriusque juris peritis. Pontificem egit ad supremas aras princeps et episcopus
                     Viennensis Ernestus comes de Trauthsohn, qui finito rarissimo sacro cantato
                     excepta prius eleganti peroratione a primogenito dom. sponsi filio rev. Patre
                     Wolfgango ordinis S. Francisci strictioris observantiae et pro tempore
                     guardiano Viennensi habita, novo instituto copulationis ritu ac ceremoniis
                     matrimonium hoc ante 50 annos contractum benedixit et confirmavit, unde
                     concomitante quidem domicella de Fünffkirchen a lectissima sua conthorali
                     secundo coronatus sponsus Deo secunda vota reddidit cum intonatione
                     selectissimi Te Deum laudamus.In lautissimo insequenti convivio inter perpetuos tubarum et tympani
                     clangores nec non exquisitissimam musicam (memorabile observatu) dom. neosponso
                     ac dom. neosponsae intermedius sedit eminentissimus dom. cardinalis de
                     Kollonitz (in medio tabulae oblongae) a dextro autem sponsi princeps de
                     Dietrichstain supremus aulae praefectus et ablegatus suae caesareae majestatis,
                     a sinistris dom. comes de Wahl ut sereniss. electricis Bavariae ablegatus
                     ipsemet ecclesiastes, inde princeps episcopus Viennensis assidentibus ceteris
                     supremis aulae caesareae magnatibus et intimis consiliariis actualibus, nempe
                     imperatoris vicecancellario, supremo Austriae cancellario, praesidentibus
                     locumtenente nec non colonello civitatis, generalibus, statuum Austriae
                     inferioris mareschallo etc. una cum suis conjugibus et domicellis. Ad secundam
                     tabulam considere promiscue rev. et illust. dom. praesules, barones, equites,
                     deputati, ut status Austriae, consiliarii camerae aulicae, imperialis bellici
                     et regiminis, post hos delegati a rectore et consistorio, a facultate medica,
                     consul [fol. 106r] atque praetor cum
                     suis delegatis, duo seniores pharmacopoei, ceterique hospites
                     honoratissimi.Tertiam tabulam veneranda familia Plöckneriana possedit, quae
                     nobilissimum comicum spectaculum neosponsis dedicando id per nepotes luculenter
                     praesentavit, sicque praetereundo multiplices et magnificas undique
                     remunerationes dictis neosponsis oblatas admirandum jubilaeum connubiale, quo
                     nil magnificentius de hac universitate unquam visam cum saltu a dom. neosponso
                     cum dom. neosponsa inchoato gloriose terminatum raris feliciter astris
                     cessit.Tres baccalaurei pro suprema laurea disputarunt mense Septembri utpote
                     19. Franciscus Antonius Slaby, 24. Johannes Henricus von Achen, 26. Andreas
                     Bernardus Panenka.",6. September 1692,16920906,,,,Sitzung vom 6. September 1692,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.7.310,,,"[21. März 1695] V. congregatio 2l. Martii.
                     Praelectum est decretum consistorii, quo jubemur mittere crastino die aliquot
                     deputatos in negotio D. Cozii, quod factum. Et D. Cozius obtinuit sententiam
                     favorabilem contra facultatem.Praelectum quoque decretum regiminis, quo jubemur reddere
                     informationem super libellum D. Beintema de Baima Holandi ex aula ad regimen
                     transmissum, quo petit privilegium caesareum aulicum. Dedi informationem contra
                     ipsum.",21. März 1695,16950321,,,,Sitzung vom 21. März 1695,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.7.345,,,"[31. Juli 1697] VIIII. congregatio 31. Julii.
                     Franciscus Passerini puncta pridie accepta aphor. 22 sect. I ex arte parva c.
                     31 docte et praeclare explicuit. [fol.
                        139v]",31. Juli 1697,16970731,,,,Sitzung vom 31. Juli 1697,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.7.366,,,"[25. August 1698] Die 25. Augusti examinatus est
                     balneator Soproniensis Joannes Georgius Förber praesentatus a Matthia Bucher et
                     Laurentio Schmidt.",25. August 1698,16980825,,,,Sitzung vom 25. August 1698,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.7.44,,,"[5. Jänner 1680] I. congregatio 5. Januarii 1680.
                     Ex mandato et decreto convocabatur facultas.Proponebatur autem, [fol.
                        16r] ut medici practici manifestent domos infectas et in iis
                     personas et nomina infectorum, quantum possibile esset, etiam tempus, quo
                     curaverint, eo ime ut partim habeatur veritas, partim ut cubicula fumigentur et
                     per deputatos a magistratu civili mundentur.Magistri sanitatis circa idem tempus petunt decisionem a facultate, an
                     in Lazaretho debeant infectorum convalescentium corpora purgari, rationes
                     addendo, quod ii, qui purgantur debeant ire ad secreta infectorum et sic
                     periculum est, ne de novo inficiantur, diarrhoeas et dysenterias acquirant et
                     sic melius esse corpora illorum purgari in loco probationis. Respondit
                     facultas, ut priori anno debere purgari in Lazaretho, eo quod ibi habeantur
                     cubicula calida et juscula etiam camium, quae in loco probationis non ita
                     habeantur.",5. Jänner 1680,16800105,,,,Sitzung vom 5. Jänner 1680,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.7.490,,,"[10. Dezember 1706] Examina, inscriptiones,
                     disputationes: Die 10. Decembris 1706 fuit inscriptus [fol. 191r] Sigismundus Muffat med.
                     stud.",10. Dezember 1706,17061210,,,,Sitzung vom 10. Dezember 1706,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.7.529,,,"[29. August 1708] VII. congregatio 29. Augusti.
                        [fol. 204r] Praelectus est
                     libellus supplex Joannis Georgii Kremer balneatoris aulici contra Paulum
                     Falleck balneatorem, qui priorem in fama sua laeserat. Citati ambo et
                     amicabiliter compositi sunt hac conditione, ut qui prius iterum inciperet
                     litem, solveret ad ladulam facultatis 30 flor.Praelectum fuit decretum regiminis, in quo facultati injungebatur, ut
                     redderet informationem ratione contagii in Hungaria, quomodo huic pesti
                     occurrendum et ut facultas suggeret approbata remedia pro hoc malo depellando.
                     Sed cum natura hujus morbi nondum satis liqueret, responsum est, ut mitterentur
                     aliqui medici hic illicite practicantes, qui absque eo gloriantur, se possidere
                     arcana et universalia remedia pro omnibus morbis. Fuerunt deinde proposita non
                     solum ratione praeservationis sed et curationis varia remedia, quae postea
                     regimini extradidi.",29. August 1708,17080829,,,,Sitzung vom 29. August 1708,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.7.56,,,"[2. September 1680] 2. Septembris Joannes
                     Sparrewitz balneator in civitate Leopoldina examinatus est.Notandum, quod D. Bevalaqua recommendatus a facultate Graecii sit
                     susceptus pro loimico sed necdum suam disputationem peregerit. Item petiit, ut
                     sibi reservetur locus sessionis praetendendo aliquam
                     praecedentiam.",2. September 1680,16800902,,,,Sitzung vom 2. September 1680,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.7.588,,,"[1. Oktober 1709] Die 1. Octobris Zlinsky et
                     Scherriebl balneatores sistunt Joannem Adamum Gruber balneatorem zu Brugg an
                     der Leydte.",1. Oktober 1709,17091001,,,,Sitzung vom 1. Oktober 1709,,,,,,
